"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34"
"011020","4","010020025","2","014","00320","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad4",1,4,5,1,1,1,1,1500,1,1,0,0,0,0,1,0,0,0,0,775,"E01","002",2012
"011021","4","010020025","2","014","00320","Vivienda1","Pared8","Techo3","Pisos1","Antiguedad4",1,1,2,1,1,1,1,400,1,0,0,0,0,0,1,0,0,0,0,775,"E01","002",2012
"011022","4","010020025","2","014","00320","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,2,3,1,1,1,1,800,1,1,1,0,0,1,1,0,0,0,0,775,"E01","002",2012
"011023","4","010020025","2","014","00320","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad3",1,3,4,1,1,1,1,600,1,1,1,0,0,0,1,0,1,0,0,775,"E01","002",2012
"011024","4","010020025","2","014","00320","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad3",1,2,4,1,1,1,1,500,1,0,1,1,0,1,1,0,0,0,0,775,"E01","002",2012
"011025","4","010020025","2","014","00320","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad3",1,1,2,1,1,1,1,500,1,0,0,0,0,1,1,0,0,0,0,775,"E01","002",2012
"013016","4","010020025","2","014","00320","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad4",1,3,4,1,1,1,1,500,1,0,1,0,0,1,1,0,0,0,0,775,"E01","002",2012
"013017","4","010020025","2","014","00320","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad3",1,1,2,1,1,1,1,800,1,1,0,0,0,0,1,0,0,0,0,775,"E01","002",2012
"013018","4","010020025","2","014","00320","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad2",1,3,4,1,1,1,1,600,1,0,1,0,0,1,1,0,0,0,0,775,"E01","002",2012
"013019","4","010020025","2","014","00320","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad2",1,1,2,1,1,1,1,1000,1,0,1,0,0,1,1,0,0,0,0,775,"E01","002",2012
"013020","4","010020025","2","014","00320","Vivienda1","Pared7","Techo3","Pisos2","Antiguedad1",1,1,1,1,1,0,0,400,1,0,0,0,1,0,0,0,0,0,0,775,"E01","002",2012
"013021","4","010020025","2","014","00320","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad2",1,2,5,1,1,1,1,600,0,1,1,0,0,0,1,0,1,0,0,775,"E01","002",2012
"013022","4","010020025","2","014","00320","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad2",1,3,4,1,1,1,1,500,1,1,1,0,0,1,1,0,0,0,0,775,"E01","002",2012
"013023","4","010020025","2","014","00320","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad2",1,2,4,1,1,1,1,1000,1,1,1,0,0,1,1,0,0,0,0,775,"E01","002",2012
"013024","4","010020025","2","014","00320","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad2",1,2,3,1,1,1,1,1200,1,1,0,0,0,0,1,0,0,0,0,775,"E01","002",2012
"013025","4","010020025","2","014","00320","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad2",1,1,2,1,1,1,1,800,0,0,0,0,0,0,1,0,0,0,0,775,"E01","002",2012
"011026","2","010030001","2","012","00300","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad3",1,1,4,1,1,1,1,1300,1,1,1,0,0,1,1,0,1,0,0,838,"E01","003",2012
"011027","2","010030001","2","012","00300","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad1",1,1,3,1,1,1,1,1000,1,1,1,0,0,1,1,0,0,0,0,838,"E01","003",2012
"011028","2","010030001","2","012","00300","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad2",1,3,5,1,1,1,1,2000,1,1,1,1,0,1,1,1,0,0,0,838,"E01","003",2012
"015024","2","010030001","2","012","00300","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad5",1,1,4,1,1,1,1,1000,1,1,1,0,0,1,1,0,0,0,0,838,"E01","003",2012
"016027","2","010030001","2","012","00300","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad3",1,3,5,1,1,1,1,700,1,1,0,0,0,0,1,0,0,0,0,838,"E01","003",2012
"015024","2","010030001","2","012","00300","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad5",1,1,4,1,1,1,1,1000,1,1,1,0,0,1,1,0,0,0,0,838,"E01","003",2012
"015024","2","010030001","2","012","00300","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad5",1,1,4,1,1,1,1,1000,1,1,1,0,0,1,1,0,0,0,0,838,"E01","003",2012
"015025","2","010030001","2","012","00300","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad2",1,1,1,1,1,1,1,300,1,0,1,0,0,0,1,1,0,0,0,838,"E01","003",2012
"016028","2","010030001","2","012","00300","Vivienda3","Pared8","Techo9","Pisos2","Antiguedad4",1,1,2,1,1,1,1,400,1,0,1,0,0,0,1,0,0,0,0,838,"E01","003",2012
"016027","2","010030001","2","012","00300","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad3",1,3,5,1,1,1,1,700,1,1,0,0,0,0,1,0,0,0,0,838,"E01","003",2012
"016028","2","010030001","2","012","00300","Vivienda3","Pared8","Techo9","Pisos2","Antiguedad4",1,1,2,1,1,1,1,400,1,0,1,0,0,0,1,0,0,0,0,838,"E01","003",2012
"018018","2","010030001","2","012","00300","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad2",1,1,3,1,1,1,1,1000,1,1,1,0,0,1,1,0,1,0,0,838,"E01","003",2012
"015024","2","010030001","2","012","00300","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad5",1,1,4,1,1,1,1,1000,1,1,1,0,0,1,1,0,0,0,0,838,"E01","003",2012
"018018","2","010030001","2","012","00300","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad2",1,1,3,1,1,1,1,1000,1,1,1,0,0,1,1,0,1,0,0,838,"E01","003",2012
"018020","2","010030001","2","012","00300","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad3",1,2,4,1,1,1,1,800,1,1,1,0,0,1,1,0,1,0,0,838,"E01","003",2012
"011031","4","010100107","2","014","00360","Vivienda1","Pared7","Techo9","Pisos2","Antiguedad5",1,2,5,1,1,1,1,500,1,1,1,0,0,1,1,0,0,0,0,683,"E01","010",2012
"011032","4","010100107","2","014","00360","Vivienda1","Pared7","Techo9","Pisos3","Antiguedad4",1,2,3,1,1,1,1,1000,1,0,1,0,0,1,1,0,0,0,0,683,"E01","010",2012
"011033","4","010100107","2","014","00360","Vivienda1","Pared7","Techo9","Pisos3","Antiguedad5",1,3,4,1,1,1,1,1000,1,1,1,0,0,1,1,0,0,0,0,683,"E01","010",2012
"011034","4","010100107","2","014","00360","Vivienda1","Pared7","Techo9","Pisos2","Antiguedad6",1,3,5,1,1,1,1,1500,1,1,1,0,1,1,1,0,0,0,0,683,"E01","010",2012
"011036","4","010100107","2","014","00360","Vivienda1","Pared7","Techo9","Pisos2","Antiguedad1",1,3,4,1,1,1,1,800,1,0,0,0,1,0,1,0,0,0,0,683,"E01","010",2012
"011036","4","010100107","2","014","00360","Vivienda1","Pared7","Techo9","Pisos2","Antiguedad1",1,3,4,1,1,1,1,800,1,0,0,0,1,0,1,0,0,0,0,683,"E01","010",2012
"011037","4","010100107","2","014","00360","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad5",1,3,6,1,1,1,1,1000,1,1,1,0,0,1,1,1,0,0,0,683,"E01","010",2012
"011038","4","010100107","2","014","00360","Vivienda1","Pared7","Techo9","Pisos3","Antiguedad7",1,5,7,1,1,1,1,1000,1,1,1,0,1,0,1,0,0,0,0,683,"E01","010",2012
"011039","4","010100107","2","014","00360","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad6",1,3,5,1,1,1,1,800,1,1,1,0,1,1,1,0,0,0,0,683,"E01","010",2012
"018026","4","010100107","2","014","00360","Vivienda1","Pared8","Techo3","Pisos2","Antiguedad3",1,2,3,1,1,1,1,250,1,0,1,0,0,1,1,0,0,0,0,683,"E01","010",2012
"018027","4","010100107","2","014","00360","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad3",1,2,3,1,1,1,1,500,1,0,0,0,0,1,0,0,0,0,0,683,"E01","010",2012
"018028","4","010100107","2","014","00360","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad2",1,3,6,1,1,1,1,1500,1,1,1,0,0,1,1,0,0,0,0,683,"E01","010",2012
"018029","4","010100107","2","014","00360","Vivienda1","Pared7","Techo9","Pisos2","Antiguedad2",1,3,4,1,1,1,1,500,1,1,1,0,0,1,1,0,0,0,0,683,"E01","010",2012
"018030","4","010100107","2","014","00360","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad4",1,3,4,1,1,1,1,2000,1,1,1,0,0,1,1,0,0,0,0,683,"E01","010",2012
"018031","4","010100107","2","014","00360","Vivienda1","Pared8","Techo3","Pisos2","Antiguedad2",1,1,4,1,1,1,1,1000,0,1,0,0,0,0,1,0,0,0,0,683,"E01","010",2012
"018032","4","010100107","2","014","00360","Vivienda1","Pared7","Techo9","Pisos2","Antiguedad5",1,3,6,1,1,1,1,1000,1,1,1,0,0,1,1,0,0,0,0,683,"E01","010",2012
"018033","4","010100107","2","014","00360","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad4",1,3,4,1,1,1,1,900,1,0,1,1,0,1,1,0,0,0,0,683,"E01","010",2012
"018035","4","010100107","2","014","00360","Vivienda1","Pared7","Techo3","Pisos2","Antiguedad4",1,2,4,1,1,1,1,600,1,1,0,0,0,0,0,0,0,0,0,683,"E01","010",2012
"018036","4","010100107","2","014","00360","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad2",0,1,1,1,1,1,1,500,1,0,1,0,0,1,1,0,0,0,0,683,"E01","010",2012
"012002","1","010010001","3","011","00090","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,2,4,1,1,1,1,2000,1,0,1,0,0,0,1,0,0,0,0,1667,"E01","001",2012
"012004","1","010010001","3","011","00090","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,2,4,1,1,1,1,1200,1,1,1,0,0,0,1,0,0,0,0,1667,"E01","001",2012
"012005","1","010010001","3","011","00090","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,2,4,1,1,1,1,1200,1,1,1,0,0,0,1,0,0,0,0,1667,"E01","001",2012
"012006","1","010010001","2","011","00180","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,3,4,1,1,1,1,1200,1,1,1,0,0,0,1,0,0,0,0,1578,"E01","001",2012
"012007","1","010010001","2","011","00180","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad5",1,3,4,1,1,1,1,1000,1,1,1,0,0,0,1,0,0,0,0,1578,"E01","001",2012
"012008","1","010010001","2","011","00180","Vivienda1","Pared8","Techo8","Pisos3","Antiguedad4",1,3,5,1,1,1,1,1500,1,1,1,0,0,0,1,0,0,0,0,1578,"E01","001",2012
"012009","1","010010001","2","011","00180","Vivienda2","Pared8","Techo9","Pisos3","Antiguedad4",1,3,4,1,1,1,1,1000,1,1,0,1,0,1,1,0,0,0,0,1578,"E01","001",2012
"012010","1","010010001","2","011","00180","Vivienda2","Pared8","Techo9","Pisos3","Antiguedad5",1,2,4,1,1,1,1,900,1,1,1,1,1,1,1,1,0,0,0,1578,"E01","001",2012
"012011","1","010010001","2","011","00270","Vivienda1","Pared7","Techo9","Pisos3","Antiguedad5",1,2,4,1,1,1,1,1000,0,1,1,0,0,1,1,0,0,0,0,1592,"E01","001",2012
"012014","1","010010001","2","011","00270","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad5",1,3,5,1,1,1,1,1000,1,0,0,0,1,0,1,0,0,0,0,1592,"E01","001",2012
"012013","1","010010001","2","011","00270","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad5",1,3,5,1,1,1,1,1200,1,1,1,0,0,0,1,0,0,0,0,1592,"E01","001",2012
"012014","1","010010001","2","011","00270","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad5",1,3,5,1,1,1,1,1000,1,0,0,0,1,0,1,0,0,0,0,1592,"E01","001",2012
"012016","4","010030079","2","014","00340","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad6",1,3,4,1,1,1,1,500,1,1,1,0,0,1,1,0,1,0,0,511,"E01","003",2012
"012017","4","010030079","2","014","00340","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad6",1,4,5,1,1,1,1,1000,1,1,1,0,0,0,0,1,0,0,0,511,"E01","003",2012
"012019","4","010030079","2","014","00340","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad5",1,4,5,1,1,1,1,500,1,0,1,0,0,0,1,0,1,0,0,511,"E01","003",2012
"012020","4","010030079","2","014","00340","Vivienda1","Pared7","Techo9","Pisos2","Antiguedad6",1,1,4,1,1,1,1,800,1,1,1,0,0,0,1,0,0,0,0,511,"E01","003",2012
"012021","4","010030079","2","014","00340","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad6",1,2,4,1,1,1,1,300,1,1,1,0,0,1,1,0,0,0,0,511,"E01","003",2012
"012022","4","010030079","2","014","00340","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad7",1,3,4,1,1,1,1,700,1,1,1,0,0,1,1,0,0,0,0,511,"E01","003",2012
"012023","4","010030079","2","014","00340","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad5",1,4,6,1,1,1,1,800,1,1,1,0,0,1,1,0,0,0,0,511,"E01","003",2012
"012024","4","010030079","2","014","00340","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad6",1,1,3,1,1,1,1,600,1,1,1,0,0,1,1,0,1,0,0,511,"E01","003",2012
"012025","4","010030079","2","014","00340","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad6",1,2,3,1,1,1,1,300,1,1,1,0,0,1,1,0,0,0,0,511,"E01","003",2012
"014021","4","010030079","2","014","00340","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,3,4,1,1,1,1,500,1,1,1,0,0,1,1,0,0,0,0,511,"E01","003",2012
"014022","4","010030079","2","014","00340","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad5",1,3,5,1,1,1,1,500,1,1,1,0,0,1,1,0,0,0,0,511,"E01","003",2012
"014023","4","010030079","2","014","00340","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad2",0,1,2,1,1,1,0,500,0,0,1,0,0,1,0,0,0,0,0,511,"E01","003",2012
"014024","4","010030079","2","014","00340","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad6",1,1,4,1,1,1,1,700,1,1,1,0,0,1,1,0,0,0,0,511,"E01","003",2012
"014025","4","010030079","2","014","00340","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad5",1,2,3,1,1,1,1,300,1,0,0,0,0,0,1,0,0,0,0,511,"E01","003",2012
"014026","4","010030079","2","014","00340","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,2,5,1,1,1,1,500,1,0,1,0,1,0,0,1,0,0,0,511,"E01","003",2012
"014027","4","010030079","2","014","00340","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad5",1,2,4,1,1,1,1,600,1,1,1,0,0,1,1,0,0,0,0,511,"E01","003",2012
"014028","4","010030079","2","014","00340","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,1,2,1,1,1,1,300,1,0,1,0,0,0,1,0,0,0,0,511,"E01","003",2012
"014029","4","010030079","2","014","00340","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad5",1,2,4,1,1,1,1,600,1,1,1,0,0,0,1,0,0,0,0,511,"E01","003",2012
"014030","4","010030079","2","014","00340","Vivienda1","Pared7","Techo8","Pisos2","Antiguedad4",1,1,2,1,1,1,1,500,1,0,0,0,0,0,1,0,0,0,0,511,"E01","003",2012
"014031","4","010030079","2","014","00340","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad2",1,1,3,1,1,1,1,900,1,1,1,0,0,0,1,0,0,0,0,511,"E01","003",2012
"012028","3","010050041","2","013","00310","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad5",1,3,4,1,1,1,1,800,1,1,1,0,0,1,1,0,0,0,0,825,"E01","005",2012
"012027","3","010050041","2","013","00310","Vivienda1","Pared8","Techo9","Pisos1","Antiguedad7",1,1,2,1,1,1,1,500,1,0,0,0,0,1,1,0,0,0,0,825,"E01","005",2012
"012028","3","010050041","2","013","00310","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad5",1,3,4,1,1,1,1,800,1,1,1,0,0,1,1,0,0,0,0,825,"E01","005",2012
"012029","3","010050041","2","013","00310","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad2",1,1,4,1,1,1,1,600,1,0,1,0,0,1,1,0,0,0,0,825,"E01","005",2012
"012030","3","010050041","2","013","00310","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,2,4,1,1,1,1,700,1,1,1,0,0,1,1,0,0,0,0,825,"E01","005",2012
"013026","3","010050041","2","013","00310","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad6",1,1,3,1,1,1,1,600,1,1,1,0,0,1,0,0,0,0,0,825,"E01","005",2012
"013027","3","010050041","2","013","00310","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad3",1,2,5,1,1,1,1,800,0,1,1,0,0,0,1,0,0,0,0,825,"E01","005",2012
"013028","3","010050041","2","013","00310","Vivienda1","Pared7","Techo9","Pisos2","Antiguedad6",1,1,5,1,1,1,1,500,1,0,1,0,0,1,1,0,0,0,0,825,"E01","005",2012
"013029","3","010050041","2","013","00310","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad3",1,2,3,1,1,1,1,1500,1,1,1,0,0,1,1,0,0,0,0,825,"E01","005",2012
"013030","3","010050041","2","013","00310","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad6",1,2,3,1,1,1,1,1500,1,1,1,0,0,1,1,0,1,1,1,825,"E01","005",2012
"017027","3","010050041","2","013","00310","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad5",1,2,4,1,1,1,1,2000,1,1,1,0,1,1,1,1,0,0,0,825,"E01","005",2012
"017028","3","010050041","2","013","00310","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad2",1,2,3,1,1,1,1,500,1,1,0,0,0,1,1,0,0,0,0,825,"E01","005",2012
"017029","3","010050041","2","013","00310","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,4,9,1,1,1,1,1000,1,1,1,1,1,1,1,0,0,0,0,825,"E01","005",2012
"017030","3","010050041","2","013","00310","Vivienda1","Pared7","Techo9","Pisos3","Antiguedad5",1,2,4,1,1,1,1,1000,1,1,1,0,0,1,1,0,0,0,0,825,"E01","005",2012
"013029","3","010050041","2","013","00310","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad3",1,2,3,1,1,1,1,1500,1,1,1,0,0,1,1,0,0,0,0,825,"E01","005",2012
"019027","3","010050041","2","013","00310","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad5",1,4,7,1,1,1,1,2000,0,1,1,0,0,1,1,0,1,0,0,825,"E01","005",2012
"019028","3","010050041","2","013","00310","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,3,4,1,1,1,1,2000,1,1,1,0,0,1,1,0,0,0,0,825,"E01","005",2012
"019029","3","010050041","2","013","00310","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad5",1,5,7,1,1,1,1,1500,1,1,1,0,0,1,1,0,0,0,0,825,"E01","005",2012
"019030","3","010050041","2","013","00310","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad6",1,4,8,1,1,1,1,1800,1,1,1,0,1,1,1,0,0,0,0,825,"E01","005",2012
"013004","1","010010001","3","011","00060","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,2,3,1,1,1,1,1500,1,1,1,0,0,0,1,0,0,0,0,1761,"E01","001",2012
"013002","1","010010001","3","011","00060","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad4",1,2,4,1,1,1,1,1000,1,1,1,0,1,1,0,0,0,0,0,1761,"E01","001",2012
"013002","1","010010001","3","011","00060","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad4",1,2,4,1,1,1,1,1000,1,1,1,0,1,1,0,0,0,0,0,1761,"E01","001",2012
"013004","1","010010001","3","011","00060","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,2,3,1,1,1,1,1500,1,1,1,0,0,0,1,0,0,0,0,1761,"E01","001",2012
"013004","1","010010001","3","011","00060","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,2,3,1,1,1,1,1500,1,1,1,0,0,0,1,0,0,0,0,1761,"E01","001",2012
"013006","1","010010001","3","011","00150","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad6",1,2,4,1,1,1,1,2000,1,1,0,0,1,0,1,0,0,0,0,1322,"E01","001",2012
"013007","1","010010001","3","011","00150","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad5",1,4,5,1,1,1,1,2500,1,1,1,1,0,1,1,1,0,0,0,1322,"E01","001",2012
"013008","1","010010001","3","011","00150","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad5",1,1,5,1,1,1,1,3500,1,1,1,1,0,1,1,1,0,0,0,1322,"E01","001",2012
"013009","1","010010001","3","011","00150","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad6",1,4,7,1,1,1,1,2500,1,1,1,1,0,1,1,1,0,0,0,1322,"E01","001",2012
"013006","1","010010001","3","011","00150","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad6",1,2,4,1,1,1,1,2000,1,1,0,0,1,0,1,0,0,0,0,1322,"E01","001",2012
"013011","1","010010001","3","011","00240","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,1,4,1,1,1,1,1200,1,1,1,1,0,1,1,1,0,0,0,2565,"E01","001",2012
"013013","1","010010001","3","011","00240","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,3,5,1,1,1,1,1500,1,1,1,0,0,0,1,0,0,0,0,2565,"E01","001",2012
"013014","1","010010001","3","011","00240","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,1,4,1,1,1,1,1500,1,1,1,1,0,0,1,0,0,0,0,2565,"E01","001",2012
"013015","1","010010001","3","011","00240","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,1,4,0,1,1,0,800,0,0,0,0,0,0,0,0,0,0,0,2565,"E01","001",2012
"014001","1","010010001","2","011","00010","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,3,5,1,1,1,1,2000,1,0,1,0,0,0,1,0,0,0,0,1938,"E01","001",2012
"014002","1","010010001","2","011","00010","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,2,4,1,1,1,1,1500,1,1,1,1,0,1,1,1,1,1,0,1938,"E01","001",2012
"014004","1","010010001","2","011","00010","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad3",1,3,5,1,1,1,1,1300,1,1,1,0,1,1,1,0,0,0,0,1938,"E01","001",2012
"014006","1","010010001","4","011","00100","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad3",1,3,5,1,1,1,1,6000,1,1,1,1,0,1,1,1,1,0,0,1723,"E01","001",2012
"014007","1","010010001","4","011","00100","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,1,4,1,1,1,1,5000,1,1,1,1,0,1,1,1,0,0,0,1723,"E01","001",2012
"014008","1","010010001","4","011","00100","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad4",1,1,3,1,1,1,1,5000,1,1,1,1,0,1,1,1,0,0,0,1723,"E01","001",2012
"014009","1","010010001","4","011","00100","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad3",1,3,5,1,1,1,1,4000,1,1,1,1,0,1,1,1,1,0,0,1723,"E01","001",2012
"014010","1","010010001","4","011","00100","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad2",1,2,8,1,1,1,1,8000,0,1,1,1,0,1,1,1,1,0,0,1723,"E01","001",2012
"014012","1","010010001","2","011","00190","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad5",1,1,5,1,1,1,1,1500,1,1,1,1,0,1,1,1,0,0,0,5189,"E01","001",2012
"014012","1","010010001","2","011","00190","Vivienda1","Pared8","Techo9","Pisos2","Antiguedad5",1,1,5,1,1,1,1,1500,1,1,1,1,0,1,1,1,0,0,0,5189,"E01","001",2012
"014016","1","010010001","2","011","00280","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad5",1,1,4,1,1,1,1,1200,1,1,1,1,0,1,1,1,0,0,0,1297,"E01","001",2012
"014017","1","010010001","2","011","00280","Vivienda1","Pared8","Techo9","Pisos3","Antiguedad6",1,3,7,1,1,1,1,1300,1,1,1,1,0,1,1,1,0,0,0,1297,"E01","001",2012
